FBgn0261983	Bger_01352
FBgn0032042	Bger_02366
FBgn0037377	Bger_09790
FBgn0034769	Bger_20309
FBgn0030673	Bger_11148
FBgn0030947	Bger_12548
FBgn0024432	Bger_01566
FBgn0031643	Bger_27247
FBgn0266176	Bger_27672
FBgn0039065	Bger_20027
FBgn0038110	Bger_10657
FBgn0004237	Bger_15189
FBgn0034971	Bger_04591
FBgn0037592	Bger_23750
FBgn0037239	Bger_11532
FBgn0001330	Bger_20834
FBgn0031997	Bger_01982
FBgn0031148	Bger_08847
FBgn0053082	Bger_04043
FBgn0053123	Bger_09795
FBgn0032683	Bger_08004
FBgn0036213	Bger_02541
FBgn0024733	Bger_09062
FBgn0050421	Bger_12248
FBgn0259170	Bger_11943
FBgn0037010	Bger_12857
FBgn0028480	Bger_00857
FBgn0036514	Bger_01677
FBgn0034093	Bger_10097
FBgn0030017	Bger_09225
FBgn0036993	Bger_14720
FBgn0263980	Bger_13160
FBgn0051156	Bger_02903
FBgn0032816	Bger_17273
FBgn0040871	Bger_03202
FBgn0003015	Bger_03294
FBgn0037609	Bger_01552
FBgn0003651	Bger_19284
FBgn0037137	Bger_00229
FBgn0031118	Bger_08535
FBgn0083943	Bger_27414
FBgn0003205	Bger_01384
FBgn0032793	Bger_21732
FBgn0037659	Bger_00016
FBgn0266580	Bger_06709
FBgn0004687	Bger_17093
FBgn0003861	Bger_20048
FBgn0029761	Bger_26466
FBgn0050342	Bger_14069
FBgn0039172	Bger_21305
FBgn0265974	Bger_11026
FBgn0030634	Bger_01354
FBgn0003249	Bger_15424
FBgn0038649	Bger_23186
FBgn0032699	Bger_22989
FBgn0026147	Bger_15405
FBgn0036145	Bger_20988
FBgn0031606	Bger_09400
FBgn0033996	Bger_04224
FBgn0034876	Bger_08693
FBgn0025634	Bger_03154
FBgn0035169	Bger_19409
FBgn0015270	Bger_12056
FBgn0039993	Bger_22911
FBgn0028372	Bger_11014
FBgn0039404	Bger_04068
FBgn0028879	Bger_15420
FBgn0039648	Bger_08617
FBgn0001308	Bger_06918
FBgn0004957	Bger_13445
FBgn0039705	Bger_23948
FBgn0000163	Bger_06939
FBgn0010825	Bger_04845
FBgn0034887	Bger_19861
FBgn0003870	Bger_08027
FBgn0028394	Bger_21329
FBgn0004390	Bger_05816
FBgn0039850	Bger_12550
FBgn0264953	Bger_01988
FBgn0001978	Bger_06059
FBgn0040333	Bger_19081
FBgn0259978	Bger_08199
FBgn0035922	Bger_09081
FBgn0014411	Bger_00787
FBgn0030346	Bger_06025
FBgn0267488	Bger_24873
FBgn0025628	Bger_20469
FBgn0031698	Bger_15181
FBgn0039831	Bger_16863
FBgn0036926	Bger_12426
FBgn0033169	Bger_24393
FBgn0003896	Bger_00436
FBgn0030945	Bger_08083
FBgn0035244	Bger_03630
FBgn0259184	Bger_22121
FBgn0051151	Bger_07962
FBgn0034849	Bger_26451
FBgn0027529	Bger_11031
FBgn0033095	Bger_07180
FBgn0030136	Bger_21318
FBgn0037332	Bger_08932
FBgn0031519	Bger_17057
FBgn0003423	Bger_20664
FBgn0044046	Bger_08668
FBgn0000228	Bger_05004
FBgn0033236	Bger_26788
FBgn0031906	Bger_11990
FBgn0010894	Bger_17808
FBgn0026061	Bger_21182
FBgn0040071	Bger_27801
FBgn0039647	Bger_08619
FBgn0037108	Bger_07004
FBgn0004606	Bger_07416
FBgn0028979	Bger_25900
FBgn0250876	Bger_21599
FBgn0250785	Bger_08870
FBgn0031752	Bger_12646
FBgn0010909	Bger_13221
FBgn0262169	Bger_13178
FBgn0015623	Bger_16620
FBgn0036537	Bger_22233
FBgn0261647	Bger_05707
FBgn0051374	Bger_07209
FBgn0052638	Bger_05086
FBgn0037413	Bger_17071
FBgn0021967	Bger_01487
FBgn0040066	Bger_03928
FBgn0033485	Bger_15304
FBgn0023407	Bger_28364
FBgn0023076	Bger_18179
FBgn0086680	Bger_11522
FBgn0033188	Bger_07519
FBgn0037442	Bger_11323
FBgn0034157	Bger_17135
FBgn0031650	Bger_10666
FBgn0038951	Bger_06949
FBgn0266848	Bger_07146
FBgn0050404	Bger_19009
FBgn0033538	Bger_01534
FBgn0038115	Bger_14413
FBgn0083960	Bger_03894
FBgn0050419	Bger_25763
FBgn0030752	Bger_19856
FBgn0039722	Bger_01844
FBgn0036255	Bger_11621
FBgn0021768	Bger_03626
FBgn0000409	Bger_13069
FBgn0033769	Bger_03684
FBgn0025712	Bger_07120
FBgn0037855	Bger_23641
FBgn0013674	Bger_18894
FBgn0000581	Bger_10716
FBgn0013263	Bger_20537
FBgn0040929	Bger_02413
FBgn0030573	Bger_01038
FBgn0052703	Bger_07900
FBgn0000079	Bger_23587
FBgn0027091	Bger_01852
FBgn0035425	Bger_05630
FBgn0038839	Bger_27637
FBgn0038630	Bger_23869
FBgn0033368	Bger_12141
FBgn0029525	Bger_09174
FBgn0037972	Bger_22375
FBgn0036715	Bger_07794
FBgn0031981	Bger_02882
FBgn0051561	Bger_16936
FBgn0002872	Bger_16279
FBgn0035866	Bger_01466
FBgn0024920	Bger_07544
FBgn0015075	Bger_21635
FBgn0000146	Bger_17094
FBgn0052576	Bger_10261
FBgn0262988	Bger_18983
FBgn0039505	Bger_18575
FBgn0034057	Bger_14382
FBgn0029907	Bger_14150
FBgn0037126	Bger_07513
FBgn0037120	Bger_12354
FBgn0036652	Bger_10448
FBgn0020251	Bger_26003
FBgn0035875	Bger_10438
FBgn0037240	Bger_06795
FBgn0001297	Bger_03487
FBgn0037395	Bger_03657
FBgn0033379	Bger_21649
FBgn0041789	Bger_14491
FBgn0263863	Bger_08254
FBgn0037770	Bger_13201
FBgn0021800	Bger_03731
FBgn0033987	Bger_21155
FBgn0032863	Bger_07294
FBgn0038474	Bger_09897
FBgn0036337	Bger_18095
FBgn0260991	Bger_18985
FBgn0030468	Bger_08974
FBgn0283536	Bger_09438
FBgn0039145	Bger_05437
FBgn0031294	Bger_08544
FBgn0019957	Bger_14096
FBgn0266129	Bger_26668
FBgn0086532	Bger_07317
FBgn0041585	Bger_23431
FBgn0001965	Bger_12100
FBgn0011802	Bger_00654
FBgn0029800	Bger_03297
FBgn0034481	Bger_05314
FBgn0036886	Bger_06156
FBgn0031250	Bger_02191
FBgn0259143	Bger_12440
FBgn0034893	Bger_04577
FBgn0051475	Bger_28038
FBgn0011227	Bger_07226
FBgn0027588	Bger_07257
FBgn0025716	Bger_28355
FBgn0033244	Bger_08722
FBgn0034626	Bger_03474
FBgn0262593	Bger_05424
FBgn0032652	Bger_01981
FBgn0261461	Bger_08407
FBgn0031996	Bger_10354
FBgn0031359	Bger_01664
FBgn0011656	Bger_07394
FBgn0266669	Bger_05049
FBgn0039255	Bger_23519
FBgn0017561	Bger_10769
FBgn0047178	Bger_06197
FBgn0037541	Bger_17156
FBgn0038886	Bger_02577
FBgn0266417	Bger_23251
FBgn0039832	Bger_00643
FBgn0039273	Bger_17598
FBgn0039859	Bger_25803
FBgn0036080	Bger_17118
FBgn0263006	Bger_18508
FBgn0036627	Bger_22797
FBgn0051997	Bger_15718
FBgn0027280	Bger_13021
FBgn0037218	Bger_08979
FBgn0013676	Bger_09333
FBgn0034230	Bger_12754
FBgn0038065	Bger_19329
FBgn0038834	Bger_13111
FBgn0052649	Bger_15929
FBgn0037721	Bger_15133
FBgn0036366	Bger_07514
FBgn0003267	Bger_15190
FBgn0036574	Bger_14405
FBgn0029105	Bger_03157
FBgn0031115	Bger_14616
FBgn0039210	Bger_07273
FBgn0259720	Bger_18969
FBgn0265191	Bger_18560
FBgn0053120	Bger_07181
FBgn0050467	Bger_03389
FBgn0038927	Bger_06069
FBgn0002566	Bger_03761
FBgn0000565	Bger_05907
FBgn0034753	Bger_10559
FBgn0261930	Bger_09220
FBgn0039955	Bger_03016
FBgn0038816	Bger_21863
FBgn0051453	Bger_03117
FBgn0086706	Bger_21349
FBgn0051301	Bger_20394
FBgn0031094	Bger_21319
FBgn0030183	Bger_16745
FBgn0038132	Bger_11180
FBgn0028526	Bger_06365
FBgn0037244	Bger_23590
FBgn0037263	Bger_25276
FBgn0014037	Bger_17429
FBgn0264443	Bger_05730
FBgn0020407	Bger_18470
FBgn0004395	Bger_14199
FBgn0041191	Bger_14087
FBgn0283682	Bger_06384
FBgn0015805	Bger_19443
FBgn0032509	Bger_24213
FBgn0000927	Bger_21617
FBgn0037408	Bger_20131
FBgn0031842	Bger_04113
FBgn0031196	Bger_18141
FBgn0004511	Bger_14188
FBgn0085408	Bger_18538
FBgn0039203	Bger_07238
FBgn0033984	Bger_00772
FBgn0037045	Bger_05920
FBgn0038771	Bger_11765
FBgn0038376	Bger_04916
FBgn0038925	Bger_04863
FBgn0036279	Bger_10031
FBgn0037241	Bger_01159
FBgn0031437	Bger_02635
FBgn0053977	Bger_03461
FBgn0023529	Bger_22691
FBgn0031550	Bger_07657
FBgn0035763	Bger_17328
FBgn0037360	Bger_09229
FBgn0036259	Bger_13631
FBgn0283657	Bger_17957
FBgn0021944	Bger_18423
FBgn0031713	Bger_09775
FBgn0037660	Bger_21674
FBgn0039038	Bger_02702
FBgn0033766	Bger_13414
FBgn0031189	Bger_06929
FBgn0037739	Bger_07760
FBgn0025800	Smad on X
FBgn0005619	Bger_00727
FBgn0013467	Bger_25024
FBgn0025836	Bger_20850
FBgn0036756	Bger_22287
FBgn0052343	Bger_17201
FBgn0027526	Bger_15462
FBgn0028663	Bger_13295
FBgn0050147	Bger_04277
FBgn0039296	Bger_02006
FBgn0002932	Bger_22556
FBgn0010391	Bger_02053
FBgn0062442	Bger_20317
FBgn0250874	Bger_11507
FBgn0264848	Bger_17202
FBgn0037084	Bger_23832
FBgn0039714	Bger_26931
FBgn0037327	Bger_15806
FBgn0035771	Bger_07697
FBgn0026084	Bger_04092
FBgn0016762	Bger_18029
FBgn0010422	Bger_08861
FBgn0035610	Bger_16104
FBgn0036376	Bger_03196
FBgn0030251	Bger_05956
FBgn0031590	Bger_07665
FBgn0261885	Bger_16379
FBgn0035026	Bger_19241
FBgn0037643	Bger_17500
FBgn0261353	Bger_07778
FBgn0035287	Bger_08108
FBgn0037780	Bger_01409
FBgn0031629	Bger_11904
FBgn0022943	Bger_17495
FBgn0086446	Bger_08363
FBgn0033608	Bger_24570
FBgn0031315	Bger_17728
FBgn0053002	Bger_05053
FBgn0028520	Bger_16835
FBgn0030114	Bger_25748
FBgn0261341	Bger_26408
FBgn0025879	Bger_25428
FBgn0037203	Bger_06403
FBgn0035372	Bger_21869
FBgn0011224	Bger_27823
FBgn0036512	Bger_00960
FBgn0036104	Bger_22109
FBgn0036008	Bger_00220
FBgn0034046	Bger_13279
FBgn0085409	Bger_21356
FBgn0036192	Bger_01115
FBgn0003382	Bger_08109
FBgn0039589	Bger_00350
FBgn0004573	Bger_28333
FBgn0259210	Bger_10084
FBgn0038735	Bger_12917
FBgn0002906	Bger_05200
FBgn0045064	Bger_15210
FBgn0034051	Bger_13066
FBgn0035710	Bger_14108
FBgn0024689	Bger_07395
FBgn0011259	Bger_08010
FBgn0003278	Bger_13070
FBgn0030521	Bger_20942
FBgn0050338	Bger_02565
FBgn0034223	Bger_00029
FBgn0032154	Bger_07112
FBgn0053126	Bger_15821
FBgn0086690	Bger_08074
FBgn0041164	Bger_03667
FBgn0040308	Bger_18298
FBgn0010602	Bger_16616
FBgn0042135	Bger_21461
FBgn0260858	Bger_06060
FBgn0031676	Bger_20207
FBgn0033730	Bger_20612
FBgn0013347	Bger_00596
FBgn0010638	Bger_12741
FBgn0034022	Bger_12879
FBgn0085427	Bger_21118
FBgn0001941	Bger_10160
FBgn0030011	Bger_08094
FBgn0029723	Bger_02671
FBgn0035235	Bger_11854
FBgn0022343	Bger_00969
FBgn0023177	Bger_01342
FBgn0029969	Bger_01766
FBgn0261014	Bger_04303
FBgn0035207	Bger_07077
FBgn0039733	Bger_05711
FBgn0032847	Bger_24813
FBgn0027505	Bger_03879
FBgn0053523	Bger_15860
FBgn0052220	Bger_00167
FBgn0034361	Bger_02032
FBgn0031117	Bger_16041
FBgn0052446	Bger_12008
FBgn0011232	Bger_24611
FBgn0030360	Bger_13413
FBgn0000559	Bger_03807
FBgn0031804	Bger_07086
FBgn0023535	Bger_11703
FBgn0000536	Bger_01857
FBgn0034915	Bger_20240
FBgn0027616	Bger_22172
FBgn0261929	Bger_11326
FBgn0034345	Bger_15169
FBgn0260407	Bger_17008
FBgn0027788	Bger_18557
FBgn0054007	Bger_25089
FBgn0025352	Bger_11176
FBgn0026079	Bger_16140
FBgn0035159	Bger_12902
FBgn0035435	Bger_00221
FBgn0050104	Bger_24862
FBgn0041723	Bger_24450
FBgn0038295	Bger_27571
FBgn0051347	Bger_07692
FBgn0031987	Bger_12862
FBgn0015801	Bger_02769
FBgn0038167	Bger_01519
FBgn0002962	Bger_23144
FBgn0033192	Bger_17035
FBgn0039209	Bger_02339
FBgn0034307	Bger_01392
FBgn0036583	Bger_20512
FBgn0262739	Bger_12959
FBgn0028491	Bger_11913
FBgn0036641	Bger_06945
FBgn0037734	Bger_11530
FBgn0034401	Bger_00742
FBgn0032857	Bger_05856
FBgn0029941	Bger_06565
FBgn0046706	Bger_07022
FBgn0050011	Bger_10445
FBgn0051871	Bger_19811
FBgn0039936	Bger_15067
FBgn0259243	Bger_19412
FBgn0086451	Bger_07804
FBgn0001974	Bger_15143
FBgn0038118	Bger_04787
FBgn0032634	Bger_19401
FBgn0037944	Bger_02588
FBgn0038676	Bger_14764
FBgn0261361	Bger_17558
FBgn0036713	Bger_02776
FBgn0032839	Bger_03650
FBgn0035689	Bger_06590
FBgn0026239	Bger_24808
FBgn0031731	Bger_04190
FBgn0002989	Bger_26760
FBgn0030396	Bger_19310
FBgn0039501	Bger_05208
FBgn0019643	Bger_05599
FBgn0000239	Bger_05269
FBgn0261934	Bger_00213
FBgn0261383	Bger_11865
FBgn0027086	Bger_14959
FBgn0034177	Bger_07166
FBgn0002183	Bger_20276
FBgn0031092	Bger_05313
FBgn0050481	Bger_12960
FBgn0039492	Bger_20330
FBgn0036667	Bger_12155
FBgn0034001	Bger_02952
FBgn0036727	Bger_09469
FBgn0000115	Bger_04748
FBgn0034065	Bger_19846
FBgn0001311	Bger_05692
FBgn0037409	Bger_17080
FBgn0086673	Bger_05032
FBgn0086367	Bger_24052
FBgn0035398	Bger_26494
FBgn0030410	Bger_17833
FBgn0086356	Bger_13014
FBgn0025582	Bger_03665
FBgn0250833	Bger_05131
FBgn0044510	Bger_26005
FBgn0010408	Bger_06196
FBgn0034638	Bger_04688
FBgn0038552	Bger_03079
FBgn0032880	Bger_06617
FBgn0039636	Bger_20928
FBgn0037146	Bger_04362
FBgn0030966	Bger_15072
FBgn0035247	Bger_03200
FBgn0036198	Bger_07555
FBgn0263220	Bger_21587
FBgn0052537	Bger_25722
FBgn0002622	Bger_07158
FBgn0027053	Bger_04667
FBgn0030955	Bger_05106
FBgn0051320	Bger_10311
FBgn0260959	Bger_00251
FBgn0033558	Bger_13678
FBgn0032020	Bger_16197
FBgn0263705	Bger_00174
FBgn0031360	Bger_15625
FBgn0024236	Bger_17087
FBgn0250848	Bger_02135
FBgn0029771	Bger_21466
FBgn0027054	Bger_04309
FBgn0262867	Bger_08794
FBgn0020381	Bger_22862
FBgn0029915	Bger_11046
FBgn0063670	Bger_15908
FBgn0023479	Bger_12660
FBgn0050100	Bger_08800
FBgn0034939	Bger_06382
FBgn0033087	Bger_06935
FBgn0041240	Bger_25246
FBgn0004449	Bger_24628
FBgn0035140	Bger_18081
FBgn0051217	Bger_06353
FBgn0011582	Bger_15582
FBgn0032870	Bger_11427
FBgn0003447	Bger_22509
FBgn0260775	Bger_11341
FBgn0023523	Bger_24265
FBgn0023519	Bger_06573
FBgn0030738	Bger_26793
FBgn0040849	Bger_04206
FBgn0051450	Bger_16648
FBgn0036735	Bger_00448
FBgn0030943	Bger_01086
FBgn0039270	Bger_25505
FBgn0085415	Bger_06301
FBgn0031768	Bger_20852
FBgn0037960	Bger_00698
FBgn0038749	Bger_27203
FBgn0031531	Bger_06416
FBgn0031238	Bger_00226
FBgn0028343	Bger_00962
FBgn0028468	Bger_23945
FBgn0263110	Bger_10489
FBgn0037537	Bger_09694
FBgn0263995	Bger_13916
FBgn0016672	Bger_04718
FBgn0027619	Bger_14442
FBgn0035148	Bger_24898
FBgn0001124	Bger_18106
FBgn0036136	Bger_01311
FBgn0003256	Bger_19399
FBgn0035028	Bger_10451
FBgn0040234	Bger_04472
FBgn0025360	Bger_21531
FBgn0035032	Bger_13253
FBgn0004795	Bger_06510
FBgn0026592	Bger_18213
FBgn0032305	Bger_13878
FBgn0040321	Bger_06148
FBgn0039303	Bger_14827
FBgn0035601	Bger_05949
FBgn0037841	Bger_08210
FBgn0053758	Bger_25117
FBgn0037105	Bger_15082
FBgn0032010	Bger_00961
FBgn0260777	Bger_12069
FBgn0037329	Bger_19669
FBgn0033431	Bger_11637
FBgn0029502	Bger_11456
FBgn0028563	Bger_08879
FBgn0026401	Bger_00781
FBgn0260812	Bger_23802
FBgn0011016	Bger_18853
FBgn0261436	Bger_02282
FBgn0033748	Bger_07739
FBgn0033484	Bger_11874
FBgn0030055	Bger_01979
FBgn0023517	Bger_07921
FBgn0038742	Bger_00022
FBgn0032921	Bger_08955
FBgn0035815	Bger_03249
FBgn0038454	Bger_07518
FBgn0031662	Bger_18584
FBgn0033457	Bger_07994
FBgn0085638	Bger_10763
FBgn0042127	Bger_24870
FBgn0050259	Bger_20851
FBgn0033476	Bger_17817
FBgn0027539	Bger_18626
FBgn0259678	Bger_11305
FBgn0000808	Bger_20888
FBgn0010317	Bger_15810
FBgn0029942	Bger_03218
FBgn0004117	Bger_26507
FBgn0002542	Bger_02028
FBgn0036272	Bger_00836
FBgn0036292	Bger_15184
FBgn0037472	Bger_08956
FBgn0034501	Bger_13399
FBgn0034994	Bger_20729
FBgn0034346	Bger_00482
FBgn0030400	Bger_28164
FBgn0085442	Bger_02041
FBgn0262730	Bger_11253
FBgn0038675	Bger_18996
FBgn0030858	Bger_19668
FBgn0259745	Bger_22428
FBgn0030294	Bger_05364
FBgn0265464	Bger_10098
FBgn0003390	Bger_11455
FBgn0034958	Bger_23467
FBgn0004648	Bger_03215
FBgn0035624	Bger_05140
FBgn0035402	Bger_06396
FBgn0010328	Bger_10012
FBgn0033846	Bger_04310
FBgn0263606	Bger_03968
FBgn0030099	Bger_20348
FBgn0264492	Bger_06700
FBgn0032405	Bger_03052
FBgn0034745	Bger_04287
FBgn0001189	Bger_16008
FBgn0023172	Bger_06309
FBgn0001197	Bger_23665
FBgn0024558	Bger_08408
FBgn0025366	Bger_12451
FBgn0033429	Bger_01532
FBgn0029006	Bger_01187
FBgn0262512	Bger_07431
FBgn0083984	Bger_07749
FBgn0036289	Bger_09444
FBgn0026379	BgerTmpM019203-RA
FBgn0031379	Bger_02479
FBgn0040235	Bger_02003
FBgn0024248	Bger_01864
FBgn0034468	Bger_24060
FBgn0033342	Bger_07831
FBgn0262820	Bger_23654
FBgn0034118	Bger_11006
FBgn0015793	Bger_11012
FBgn0031708	Bger_12746
FBgn0086355	Bger_11437
FBgn0032746	Bger_05331
FBgn0001179	Bger_14903
FBgn0035110	Bger_01759
FBgn0033669	Bger_15341
FBgn0037195	Bger_16160
FBgn0040087	Bger_01044
FBgn0041706	Bger_19960
FBgn0032208	Bger_19974
FBgn0023524	Bger_20662
FBgn0030407	Bger_26429
FBgn0029755	Bger_11435
FBgn0036916	Bger_20713
FBgn0003091	Bger_27207
FBgn0033753	Bger_13685
FBgn0032243	Bger_18156
FBgn0030761	Bger_08451
FBgn0033816	Bger_24970
FBgn0032488	Bger_00380
FBgn0260003	Bger_04511
FBgn0033799	Bger_09056
FBgn0026411	Bger_27721
FBgn0033178	Bger_07627
FBgn0034641	Bger_02954
FBgn0030305	Bger_18155
FBgn0038473	Bger_08978
FBgn0010247	Bger_01096
FBgn0021856	Bger_11911
FBgn0004179	Bger_09043
FBgn0036825	Bger_09309
FBgn0033474	Bger_23624
FBgn0052708	Bger_25151
FBgn0030034	Bger_07296
FBgn0035977	Bger_15019
FBgn0031391	Bger_15841
FBgn0038049	Bger_19371
FBgn0011638	Bger_01995
FBgn0015808	Bger_04519
FBgn0002645	Bger_24137
FBgn0039149	Bger_17261
FBgn0037018	Bger_03054
FBgn0032115	Bger_01485
FBgn0036500	Bger_16193
FBgn0035211	Bger_15029
FBgn0028693	Bger_15460
FBgn0004797	Bger_17678
FBgn0034432	Bger_07451
FBgn0039795	Bger_11366
FBgn0046880	Bger_16455
FBgn0086758	Bger_22365
FBgn0010531	Bger_15883
FBgn0283531	Bger_05752
FBgn0034918	Bger_22111
FBgn0036947	Bger_06909
FBgn0030582	Bger_06597
FBgn0032819	Bger_06302
FBgn0039687	Bger_01679
FBgn0032811	Bger_06941
FBgn0037015	Bger_12735
FBgn0041205	Bger_22316
FBgn0035644	Bger_18819
FBgn0040273	Bger_15130
FBgn0036333	Bger_12766
FBgn0035711	Bger_19826
FBgn0027585	Bger_10585
FBgn0033259	Bger_15708
FBgn0012058	Bger_03664
FBgn0038533	Bger_22964
FBgn0038251	Bger_02687
FBgn0052409	Bger_01491
FBgn0038975	Bger_26324
FBgn0001324	Bger_11766
FBgn0052085	Bger_13602
FBgn0013981	Bger_06448
FBgn0061360	Bger_09328
FBgn0025674	Bger_12453
FBgn0052190	Bger_15383
FBgn0039944	Bger_23069
FBgn0005674	Bger_19923
FBgn0261794	Bger_26162
FBgn0263832	Bger_03158
FBgn0023097	Bger_16413
FBgn0030603	Bger_08235
FBgn0016034	Bger_05910
FBgn0031534	Bger_11134
FBgn0015278	Bger_01070
FBgn0024491	Bger_04079
FBgn0032814	Bger_09858
FBgn0001086	Bger_10116
FBgn0261649	Bger_02015
FBgn0025777	Bger_09900
FBgn0035761	Bger_14286
FBgn0037603	Bger_01533
FBgn0035677	Bger_21023
FBgn0052163	Bger_17170
FBgn0004465	Bger_09367
FBgn0260744	Bger_12348
FBgn0015371	Bger_15793
FBgn0036617	Bger_26471
FBgn0030512	Bger_14110
FBgn0025638	Bger_01910
FBgn0015032	Bger_12678
FBgn0044030	Bger_19012
FBgn0015527	Bger_22863
FBgn0034568	Bger_08009
FBgn0034978	Bger_22218
FBgn0039039	Bger_04524
FBgn0033519	Bger_04958
FBgn0030720	Bger_22952
FBgn0263397	Bger_26982
FBgn0030545	Bger_05749
FBgn0037435	Bger_05479
FBgn0035432	Bger_03347
FBgn0053865	Bger_16708
FBgn0016031	Bger_16739
FBgn0000715	Bger_20050
FBgn0050158	Bger_15025
FBgn0000568	Bger_26014
FBgn0053696	Bger_23064
FBgn0015288	Bger_18645
FBgn0008635	Bger_16328
FBgn0039125	Bger_06574
FBgn0033654	Bger_23597
FBgn0069242	Bger_05584
FBgn0000244	Bger_02878
FBgn0031145	Bger_24871
FBgn0030876	Bger_26627
FBgn0032225	Bger_19163
FBgn0004197	Bger_20996
FBgn0053453	Bger_17300
FBgn0030743	Bger_18878
FBgn0086674	Bger_19603
FBgn0027583	Bger_10621
FBgn0024921	Bger_21034
FBgn0035227	Bger_03782
FBgn0037647	Bger_02131
FBgn0020445	Bger_18108
FBgn0026207	Bger_15337
FBgn0032169	Bger_03931
FBgn0039799	Bger_03929
FBgn0035540	Bger_26361
FBgn0032079	Bger_14509
FBgn0003268	Bger_03748
FBgn0029121	Bger_05953
FBgn0039580	Bger_14767
FBgn0011836	Bger_22852
FBgn0266000	Bger_08228
FBgn0032194	Bger_21386
FBgn0259111	Bger_13090
FBgn0039709	Bger_07434
FBgn0023001	Bger_19955
FBgn0086347	Bger_08885
FBgn0262114	Bger_14452
FBgn0037443	Bger_05558
FBgn0030892	Bger_07102
FBgn0032511	Bger_15702
FBgn0036710	Bger_14608
FBgn0017577	Bger_03492
FBgn0033389	Bger_18958
FBgn0033224	Bger_24162
FBgn0030834	Bger_01278
FBgn0040666	Bger_01075
FBgn0025525	Bger_14778
FBgn0035407	Bger_06167
FBgn0003396	Bger_12964
FBgn0040370	Bger_18758
FBgn0038704	Bger_19062
FBgn0030358	Bger_07689
FBgn0033155	Bger_00032
FBgn0002783	Bger_08260
FBgn0030060	Bger_00622
FBgn0032720	Bger_14472
FBgn0015279	Bger_10044
FBgn0004926	Bger_07439
FBgn0066292	Bger_22488
FBgn0041194	Bger_16118
FBgn0036180	Bger_24091
FBgn0026150	Bger_21598
FBgn0037466	Bger_01782
FBgn0020307	Bger_25497
FBgn0038546	Bger_01795
FBgn0032202	Bger_00239
FBgn0050441	Bger_16746
FBgn0283649	Bger_25486
FBgn0031661	Bger_03644
FBgn0051612	Bger_11603
FBgn0260861	Bger_06649
FBgn0026562	Bger_23664
FBgn0033313	Bger_02077
FBgn0031538	Bger_10472
FBgn0032222	Bger_12774
FBgn0037792	Bger_15087
FBgn0030700	Bger_03766
FBgn0024234	Bger_02002
FBgn0030695	Bger_21009
FBgn0261267	Bger_19215
FBgn0261680	Bger_21636
FBgn0050438	Bger_12621
FBgn0052677	Bger_14003
FBgn0003141	Bger_15208
FBgn0013678	Bger_06413
FBgn0031285	Bger_03343
FBgn0052448	Bger_27039
FBgn0046222	Bger_06114
FBgn0035106	Bger_19419
FBgn0262866	Bger_27047
FBgn0039849	Bger_09849
FBgn0035631	Bger_10617
FBgn0000283	Bger_12903
FBgn0040305	Bger_11920
FBgn0040786	Bger_17601
FBgn0264988	Bger_24001
FBgn0259876	Bger_12519
FBgn0035357	Bger_03640
FBgn0038046	Bger_24703
FBgn0003277	Bger_06207
FBgn0028704	Bger_19003
FBgn0037044	Bger_03629
FBgn0086707	Bger_08388
FBgn0031434	Bger_06366
FBgn0011207	Bger_19404
FBgn0267378	Bger_00425
FBgn0033672	Bger_11764
FBgn0032262	Bger_24856
FBgn0083167	Bger_08767
FBgn0250820	Bger_06443
FBgn0031772	Bger_13250
FBgn0034032	Bger_06564
FBgn0013717	Bger_24173
FBgn0024314	Bger_15906
FBgn0034766	Bger_20105
FBgn0031770	Bger_14469
FBgn0040601	Bger_07404
FBgn0035023	Bger_09287
FBgn0028380	Bger_01119
FBgn0029167	Bger_13396
FBgn0031489	Bger_11908
FBgn0265048	Bger_01781
FBgn0262736	Bger_01602
FBgn0034435	Bger_26774
FBgn0031021	Bger_05523
FBgn0041588	Bger_13192
FBgn0268063	Bger_07694
FBgn0011278	Bger_24667
FBgn0015799	Bger_22608
FBgn0037261	Bger_10535
FBgn0034145	Bger_26044
FBgn0015031	Bger_15182
FBgn0027594	Bger_13535
FBgn0035981	Bger_11517
FBgn0033735	Bger_19584
FBgn0038350	Bger_07515
FBgn0029791	Bger_17990
FBgn0028703	Bger_07450
FBgn0266084	Bger_00261
FBgn0051005	Bger_26610
FBgn0002917	Bger_20864
FBgn0036935	Bger_22274
FBgn0037950	Bger_00874
FBgn0026189	Bger_11617
FBgn0000667	Bger_00382
FBgn0259482	Bger_04528
FBgn0267823	Bger_25966
FBgn0032679	Bger_21546
FBgn0038106	Bger_06377
FBgn0031217	Bger_02066
FBgn0031216	Bger_17548
FBgn0037569	Bger_02964
FBgn0013954	Bger_13733
FBgn0037252	Bger_13176
FBgn0052056	Bger_21833
FBgn0037375	Bger_16385
FBgn0005695	Bger_12662
FBgn0044051	Bger_24050
FBgn0030718	Bger_11005
FBgn0261532	Bger_16370
FBgn0262743	Bger_20770
FBgn0030617	Bger_14785
FBgn0029003	Bger_10182
FBgn0052036	Bger_11842
FBgn0263102	Bger_22239
FBgn0000451	Bger_12091
FBgn0005655	Bger_00842
FBgn0264954	Bger_07542
FBgn0266083	Bger_02554
FBgn0039217	Bger_09346
FBgn0032160	Bger_24335
FBgn0261545	Bger_24765
FBgn0038626	Bger_09489
FBgn0039487	Bger_07427
FBgn0034137	Bger_00658
FBgn0000139	Bger_19575
